id,track_artist,track_name,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genreVerbose,genreFamily
2038,Young Martian,puppy eyes,152530,0,,11,0.626,0.298,2,-17.933,1,0.29,0.614,2.38E-06,0.113,0.386,178.042,unknown,unknown
2039,Young Gstar,ZeRoS,158390,1,,14,0.852,0.532,7,-10.423,1,0.418,0.0548,0,0.197,0.525,158.014,unknown,unknown
2040,Young Cassanova,DMV FLOW,111099,1,,15,0.661,0.466,11,-11.845,1,0.365,0.102,0,0.112,0.22,138.995,unknown,unknown
2041,Yota Dora,Eclectic Tapes,315200,0,,14,0.481,0.812,11,-7.733,0,0.0523,0.0222,0.000978,0.244,0.396,150.01,unknown,unknown
2042,Yoga Playlist,Musical Truth,31807,0,,0,0.188,0.128,0,-22.06,1,0.0449,0.807,0.992,0.154,0.118,137.938,unknown,unknown
2043,Yoga Playlist,Floating Zone,35281,0,,0,0.282,0.124,0,-20.355,1,0.0455,0.956,0.968,0.116,0.178,72.035,unknown,unknown
2044,Miguel BosŽ,Bravi Ragazzi (Bravo Muchachos),246507,0,,4,0.473,0.847,0,-8.584,1,0.043,0.00176,8.71E-06,0.0459,0.801,162.686,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2045,Miguel BosŽ,Ce la fai,164267,0,,2,0.583,0.61,0,-9.817,1,0.0262,0.127,0,0.139,0.467,92.171,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2046,Miguel BosŽ,Olympic Games (Voy A Ganar),186827,0,,0,0.543,0.802,9,-11.778,0,0.0689,0.024,2.38E-06,0.0667,0.697,145.168,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2047,Miguel BosŽ,Credo En Ti,236533,0,,0,0.484,0.411,5,-17.568,1,0.0328,0.187,0.0008,0.368,0.348,87.834,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2048,Miguel BosŽ,Piu' Sexy,206933,0,,0,0.377,0.882,4,-8.502,1,0.0491,0.257,0,0.338,0.743,185.549,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2049,Miguel BosŽ,Anna (Ana),276667,0,,12,0.704,0.596,2,-12.177,0,0.0314,0.0334,0.0161,0.0956,0.94,127.524,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2050,Miguel BosŽ,Metropoli (Metropolis),228907,0,,0,0.676,0.783,2,-10.104,1,0.061,0.419,1.44E-05,0.186,0.911,134.087,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2051,Miguel BosŽ,Indio,248693,0,,0,0.718,0.565,2,-13.103,1,0.0317,0.0877,0.0136,0.0842,0.721,131.147,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2052,Miguel BosŽ,Ti Amero' (Te Amar),204600,0,,3,0.523,0.397,3,-13.776,1,0.0332,0.168,0,0.177,0.414,75.135,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2053,Miguel BosŽ,Miraggi,245707,0,,0,0.511,0.544,7,-15.654,0,0.0291,0.000563,0.222,0.375,0.715,161.281,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2054,Miguel BosŽ,Al Di La' (Mas Allˆ),219000,0,,0,0.43,0.323,3,-10.217,1,0.0321,0.8,0,0.133,0.237,124.265,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2055,Miguel BosŽ,Sœper Superm‡n,219800,0,,0,0.708,0.869,2,-11.908,1,0.0339,0.0159,0.521,0.178,0.886,136.539,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2056,Miguel BosŽ,Buona Notte Fiorellino,99667,0,,0,0.521,0.465,5,-12.334,1,0.0371,0.607,0,0.452,0.829,77.992,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2057,Miguel BosŽ,Gente Come Noi,284867,0,,0,0.585,0.393,9,-11.396,1,0.0294,0.501,0.000434,0.312,0.369,135.387,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2058,Miguel BosŽ,Sono Amici (Son Amigos),280760,0,,0,0.573,0.809,9,-9.005,1,0.0485,0.0458,0.00161,0.285,0.619,108.962,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2059,Miguel BosŽ,Che Sia,242267,0,,0,0.549,0.755,2,-12.467,0,0.031,0.000246,0.0205,0.193,0.75,158.758,latin;latin pop;mexican pop;rock en espanol;spanish pop,pop;rock;latin
2060,Yoga Playlist,Settle Bells,36665,0,,0,0.235,0.0575,5,-22.569,1,0.0413,0.913,0.89,0.112,0.0998,68.271,unknown,unknown
2061,Yoga Playlist,Warm Dress,38964,0,,0,0.226,0.179,9,-20.52,0,0.0468,0.957,0.861,0.118,0.0366,132.399,unknown,unknown
2062,Yoga Playlist,Aura Releasing,36195,0,,0,0.261,0.102,9,-25.148,0,0.0296,0.99,0.93,0.128,0.0751,65.944,unknown,unknown
2063,Yoga Playlist,Late Odyssey,36404,0,,0,0.199,0.0937,0,-23.724,1,0.0457,0.915,0.964,0.112,0.0378,134.089,unknown,unknown
2064,Yoga Playlist,Focus Head,38729,0,,0,0.15,0.0376,0,-29.877,1,0.0436,0.962,0.858,0.0985,0.0371,142.612,unknown,unknown
2065,Guardianes Del Amor,Cien Abriles,158907,0,,2,0.388,0.797,5,-2.03,1,0.03,0.127,0,0.174,0.397,151.23,cumbia sonidera;grupera;gruperas inmortales; mexicana;tropical,other
2066,Guardianes Del Amor,Amor Se Escribe Con Llanto,190560,0,,3,0.667,0.739,4,-3.02,0,0.0482,0.724,2.72E-06,0.287,0.815,78.822,cumbia sonidera;grupera;gruperas inmortales; mexicana;tropical,other
2067,Guardianes Del Amor,"El Perro, el Gato y Yo",218267,0,,1,0.697,0.923,5,-2.866,1,0.228,0.683,1.95E-06,0.0908,0.961,158.126,cumbia sonidera;grupera;gruperas inmortales; mexicana;tropical,other
2068,Guardianes Del Amor,Palabras Tristes,244467,0,,1,0.516,0.784,4,-4.137,1,0.0281,0.0226,0,0.327,0.375,78.014,cumbia sonidera;grupera;gruperas inmortales; mexicana;tropical,other
2069,Guardianes Del Amor,Coraz—n Rom‡ntico,216653,0,,4,0.619,0.903,4,-4.005,1,0.141,0.26,0,0.111,0.933,166.028,cumbia sonidera;grupera;gruperas inmortales; mexicana;tropical,other
2070,Guardianes Del Amor,Adios Con Adios Se Paga,207640,0,,2,0.77,0.749,2,-7.429,0,0.0512,0.0732,3.53E-05,0.0476,0.84,80.985,cumbia sonidera;grupera;gruperas inmortales; mexicana;tropical,other
2071,Guardianes Del Amor,Mi Tesoro,196693,0,,4,0.378,0.603,2,-4.23,1,0.0431,0.177,0,0.107,0.232,169.59,cumbia sonidera;grupera;gruperas inmortales; mexicana;tropical,other
2072,Guardianes Del Amor,Un Pedazo de Luna,218173,0,,5,0.558,0.577,4,-5.196,1,0.0344,0.194,0,0.108,0.29,85.014,cumbia sonidera;grupera;gruperas inmortales; mexicana;tropical,other
2073,Guardianes Del Amor,Los çngeles Lloran,230240,0,,2,0.438,0.681,0,-3.288,1,0.0269,0.389,0,0.254,0.674,169.41,cumbia sonidera;grupera;gruperas inmortales; mexicana;tropical,other
2074,Guardianes Del Amor,Dejame Secar Tus Lagrimas,227427,0,,5,0.54,0.691,2,-5.395,1,0.0435,0.104,6.23E-06,0.272,0.621,173.356,cumbia sonidera;grupera;gruperas inmortales; mexicana;tropical,other
2075,Django Django,WinterÕs Beach,162506,0,,1,0.321,0.404,9,-8.994,0,0.033,0.957,0.00116,0.108,0.159,65.74,alternative dance;chamber psych;electronic rock;electronica;indie rock;modern rock;new rave;shimmer pop,pop;rock;electronic;indie
2076,Django Django,Sand Dunes,247734,0,,7,0.638,0.754,8,-6.002,1,0.0263,0.00585,0.00218,0.143,0.465,109.987,alternative dance;chamber psych;electronic rock;electronica;indie rock;modern rock;new rave;shimmer pop,pop;rock;electronic;indie
2077,Django Django,Swimming at Night,176161,0,,2,0.826,0.811,0,-7.123,1,0.0492,0.0792,0,0.362,0.85,135.023,alternative dance;chamber psych;electronic rock;electronica;indie rock;modern rock;new rave;shimmer pop,pop;rock;electronic;indie
2078,Django Django,Flash Forward,286447,0,,4,0.621,0.889,1,-7.491,1,0.0288,0.0389,0.0362,0.167,0.338,130.007,alternative dance;chamber psych;electronic rock;electronica;indie rock;modern rock;new rave;shimmer pop,pop;rock;electronic;indie
2079,Django Django,Ghost Rider,249294,0,,2,0.489,0.669,10,-6.664,0,0.0328,0.0417,0.0824,0.0883,0.518,164.083,alternative dance;chamber psych;electronic rock;electronica;indie rock;modern rock;new rave;shimmer pop,pop;rock;electronic;indie
2080,Django Django,Blue Hazy Highs,215552,0,,9,0.514,0.807,8,-5.584,1,0.0298,0.00258,0,0.369,0.625,145.031,alternative dance;chamber psych;electronic rock;electronica;indie rock;modern rock;new rave;shimmer pop,pop;rock;electronic;indie
2081,Yoga Playlist,Satin Tranquil,34576,0,,0,0.213,0.0875,0,-20.975,1,0.0523,0.758,0.854,0.112,0.0258,65.78,unknown,unknown
2082,Yoga Playlist,Twin Flame,31545,0,,0,0.18,0.0324,0,-21.26,1,0.0425,0.978,0.984,0.131,0.0801,70.276,unknown,unknown
2083,Yoga Playlist,Benefit Snug,35255,0,,0,0.0982,0.101,5,-25.503,1,0.0427,0.855,0.854,0.108,0.0389,84.84,unknown,unknown
2084,Yoga Playlist,Coral Tailor,35490,0,,0,0.168,0.127,0,-22.524,1,0.038,0.978,0.663,0.114,0.0871,73.893,unknown,unknown
2085,Yoga Playlist,Root Trident,32512,0,,0,0.187,0.0556,9,-23.836,0,0.0422,0.978,0.961,0.102,0.094,75.048,unknown,unknown
2086,Yoga Playlist,Tree Wishing,34837,0,,0,0.17,0.0251,9,-24.407,0,0.0427,0.966,0.698,0.11,0.0481,173.406,unknown,unknown
2087,Yoga Playlist,Suede Textile,32068,0,,0,0.159,0.113,0,-21.794,1,0.0449,0.965,0.412,0.101,0.0397,83.215,unknown,unknown
2088,Yoga Playlist,Scarlet Swerve,35464,0,,0,0.258,0.129,0,-25.432,1,0.0385,0.916,0.843,0.113,0.103,67.424,unknown,unknown
2089,Yoga Playlist,Mastery Nostalgia,34837,0,,0,0.336,0.0536,0,-23.163,1,0.0584,0.99,0.964,0.139,0.0358,64.06,unknown,unknown
2090,Yoga Playlist,Medicine Reach,43118,0,,0,0.236,0.0622,9,-22.296,0,0.0505,0.982,0.873,0.124,0.0356,110.78,unknown,unknown
2091,Yoga Playlist,Quiet Infinity,33896,0,,0,0.41,0.24,9,-15.039,0,0.0487,0.82,0.638,0.101,0.038,32.725,unknown,unknown
2092,Yoga Playlist,Care Permission,32982,0,,0,0.269,0.119,0,-19.494,1,0.0471,0.962,0.899,0.114,0.0454,68.854,unknown,unknown
2093,Yoga Playlist,Hypnosis Space,32747,0,,0,0.301,0.136,0,-18.961,1,0.0402,0.96,0.991,0.14,0.0628,71.354,unknown,unknown
2094,Yoga Playlist,Acceptance Positive,30866,0,,0,0.165,0.0428,0,-26.103,1,0.0404,0.982,0.984,0.11,0.0703,131.024,unknown,unknown
2095,Yoga Playlist,Cure Karma,30866,0,,0,0.291,0.103,0,-23.692,1,0.0416,0.516,0.883,0.111,0.0692,65.278,unknown,unknown
2096,Yoga Playlist,Tree Lily,31127,0,,0,0.296,0.0832,9,-20.189,0,0.0681,0.927,0.921,0.12,0.0559,73.674,unknown,unknown
2097,Yoga Playlist,Attune Plants,32486,0,,0,0.259,0.216,0,-23.457,1,0.0388,0.995,0.983,0.136,0.0357,144.091,unknown,unknown
2098,Yoga Playlist,Inside Sea,36639,0,,0,0.406,0.224,0,-15.858,1,0.0491,0.988,0.946,0.233,0.0552,69.407,unknown,unknown
2099,Yoga Playlist,Opportunity Link,36900,0,,0,0.172,0.113,0,-25.037,1,0.0466,0.975,0.893,0.112,0.0332,124.754,unknown,unknown
2100,Yoga Playlist,Protection Mending,41289,0,,0,0.204,0.141,0,-20.529,1,0.0496,0.992,0.867,0.138,0.0384,87.387,unknown,unknown
2101,Yoga Playlist,Obscure Tree,33922,0,,0,0.236,0.108,0,-19.74,1,0.0426,0.766,0.911,0.335,0.0885,128.112,unknown,unknown
2102,Yoga Playlist,Silver Landmark,33635,0,,0,0.264,0.179,0,-17.017,1,0.0411,0.988,0.787,0.106,0.0645,98.003,unknown,unknown
2103,Yoga Playlist,Planet Branch,30213,0,,0,0.189,0.146,0,-21.015,1,0.0417,0.983,0.97,0.121,0.0959,69.232,unknown,unknown
2104,Yoga Playlist,Settlement Estate,32956,0,,0,0.274,0.0496,0,-21.586,0,0.0467,0.99,0.926,0.107,0.0342,64.639,unknown,unknown
2105,Yoga Playlist,Opportunity Higher,36900,0,,0,0.225,0.0393,0,-31.717,1,0.0386,0.981,0.974,0.109,0.0374,67.003,unknown,unknown
2106,Yoga Playlist,Retreat Data,32042,0,,0,0.204,0.199,0,-15.071,1,0.0487,0.763,0.939,0.1,0.0834,172.386,unknown,unknown
2107,Yoga Playlist,Affirm Velvet,35281,0,,0,0.33,0.0934,0,-17.245,1,0.0655,0.959,0.937,0.123,0.108,70.72,unknown,unknown
2108,Yoga Playlist,Rays Merging,32277,0,,0,0.244,0.157,0,-17.11,1,0.0422,0.954,0.673,0.119,0.038,81.914,unknown,unknown
2109,Yoga Playlist,Prayer Fix,35725,0,,0,0.279,0.131,0,-20.706,1,0.0561,0.993,0.903,0.114,0.0614,65.697,unknown,unknown
2110,Yoga Playlist,Advantage Again,37109,0,,0,0.313,0.192,0,-17.128,1,0.0446,0.982,0.853,0.118,0.0356,111.495,unknown,unknown
2111,Yoga Playlist,Sea Open,28829,0,,0,0.165,0.145,0,-23.588,1,0.0354,0.994,0.911,0.132,0.0337,83.841,unknown,unknown
2112,Yoga Playlist,Cave Deep,39434,0,,0,0.223,0.0633,0,-24.196,1,0.0385,0.848,0.961,0.11,0.0322,62.703,unknown,unknown
2113,Yoga Playlist,Mellow Roar,35516,0,,0,0.299,0.0894,0,-25.581,1,0.0405,0.928,0.899,0.111,0.0463,72.435,unknown,unknown
2114,Yoga Playlist,Glowing Shine,35255,0,,0,0.39,0.0609,9,-20.815,0,0.0359,0.951,0.968,0.097,0.388,65.168,unknown,unknown
2115,Yoga Playlist,Hatha Action,30866,0,,0,0.38,0.091,9,-16.622,0,0.051,0.968,0.863,0.12,0.0392,90.798,unknown,unknown
2116,Yoga Playlist,Karmic Dark,40087,0,,0,0.282,0.108,0,-22.238,1,0.0394,0.864,0.855,0.144,0.11,92.346,unknown,unknown
2117,Yoga Playlist,Unknown Forward,30892,0,,0,0.187,0.222,0,-18.111,1,0.0598,0.961,0.922,0.161,0.075,155.71,unknown,unknown
2118,Yoga Playlist,Mood Rest,34576,0,,0,0.264,0.155,0,-22.396,1,0.0458,0.981,0.934,0.112,0.0839,64.06,unknown,unknown
2119,Yoga Playlist,Moss Hematite,37580,0,,0,0.292,0.206,0,-20.806,1,0.0472,0.978,0.969,0.127,0.0767,74.108,unknown,unknown
2120,Yoga Playlist,Prayer Release,28802,0,,0,0.291,0.0972,0,-21.469,1,0.0363,0.983,0.943,0.101,0.034,65.155,unknown,unknown
2121,Yoga Playlist,Solar Accepting,40061,0,,0,0.301,0.102,0,-19.75,1,0.061,0.988,0.964,0.11,0.0394,78.297,unknown,unknown
2122,Yoga Playlist,Prototype Child,36665,0,,0,0.25,0.181,9,-20.432,0,0.0393,0.909,0.871,0.147,0.215,77.041,unknown,unknown
2123,Yody 4x,Before Music,115866,1,,15,0.547,0.523,1,-11.143,1,0.29,0.166,0.0699,0.112,0.317,173.995,unknown,unknown
2124,YMR NIG,Abenna,191556,0,,0,0.827,0.656,6,-3.989,1,0.0422,0.53,0.027,0.102,0.718,103.044,unknown,unknown
2125,YMR NIG,Banger,199523,0,,0,0.548,0.922,5,-2.189,0,0.248,0.388,0,0.181,0.846,96.691,unknown,unknown
2126,YMR NIG,Cinderella,129541,0,,0,0.633,0.422,2,-9.389,1,0.274,0.4,0,0.0854,0.741,200.215,unknown,unknown
2127,YMR NIG,Format,206733,0,,0,0.877,0.578,9,-6.684,0,0.273,0.266,0.00506,0.103,0.399,99.984,unknown,unknown
2128,YMR NIG,Gimmie Love,206054,0,,2,0.74,0.5,5,-8.368,0,0.0795,0.27,5.76E-06,0.0742,0.937,103.032,unknown,unknown
2129,YMR NIG,Kontrol,139860,0,,6,0.836,0.411,9,-8.766,1,0.293,0.275,0,0.0696,0.761,104.893,unknown,unknown
2130,YMR NIG,Matter,139703,0,,0,0.889,0.474,6,-8.779,0,0.216,0.506,8.65E-06,0.0863,0.841,97.959,unknown,unknown
2131,YMR NIG,On God,176536,0,,0,0.937,0.726,9,-3.899,1,0.207,0.564,0.000133,0.643,0.769,102.016,unknown,unknown
2132,YMR NIG,Restart,194795,0,,0,0.803,0.629,1,-3.8,0,0.0729,0.441,1.97E-06,0.183,0.656,90.022,unknown,unknown
2133,YMR NIG,The Wave,161437,0,,0,0.74,0.616,11,-7.767,0,0.0474,0.138,0,0.0459,0.965,108.006,unknown,unknown
2134,YMR NIG,Voltage,189649,0,,0,0.694,0.513,11,-4.64,0,0.0978,0.383,1.41E-06,0.0887,0.495,88.947,unknown,unknown
2135,YM SHOTTA,INTRO (Rapper Shit),154488,1,,4,0.427,0.497,9,-15.738,1,0.834,0.0165,0,0.141,0.788,172.739,unknown,unknown
2136,YM SHOTTA,SuccaK,158198,1,,6,0.555,0.496,1,-11.237,1,0.677,0.544,0,0.14,0.719,88.128,unknown,unknown
2137,YM SHOTTA,Do You Hear Me?,151171,1,,4,0.588,0.777,2,-6.859,1,0.265,0.323,0,0.119,0.617,89.996,unknown,unknown
2138,YM SHOTTA,Better Days,172617,1,,2,0.599,0.597,11,-9.822,0,0.545,0.102,0,0.143,0.568,84.226,unknown,unknown
2139,YM SHOTTA,Pop It Off,242939,1,,4,0.55,0.695,2,-10.326,1,0.609,0.213,0,0.728,0.62,89.814,unknown,unknown
2140,Yigit Atilla,So Confused,255655,0,,0,0.664,0.703,0,-15.266,1,0.0777,0.544,0.443,0.111,0.363,179.984,unknown,unknown
2141,YenoMason,Crashed Out,151508,1,,13,0.716,0.524,1,-8.662,1,0.451,0.193,0,0.092,0.192,160.029,unknown,unknown
2142,YeenIeenFr,P.W.H,170226,1,,15,0.508,0.676,4,-10.408,0,0.375,0.0604,0,0.199,0.328,139.974,unknown,unknown
2143,Yeah Yeah Yeahs,Cheated Hearts,236040,0,,1,0.556,0.942,2,-3.309,1,0.115,0.0552,0.00794,0.27,0.193,136.601,unknown,unknown
2144,Alfredo Olivas,El Principio Del Infierno,166507,0,,14,0.637,0.883,3,-3.773,1,0.153,0.421,0,0.0725,0.966,173.841,banda;corrido; mexicana;nueva  mexicana,other
2145,YBA DJ,Boss Moves,183041,1,,0,0.671,0.7,8,-3.934,0,0.135,0.0708,0,0.137,0.333,157.968,unknown,unknown
2146,YBA DJ,Millions and Billions,176052,1,,0,0.776,0.619,10,-8.057,1,0.0601,0.129,0,0.315,0.734,120.065,unknown,unknown
2147,YBA DJ,Burberry Headband,208096,1,,0,0.653,0.423,4,-9.133,0,0.0393,0.00488,0,0.123,0.0833,140.073,unknown,unknown
2148,YBA DJ,New Day,259389,1,,0,0.793,0.328,2,-11.308,0,0.378,0.645,0,0.148,0.184,120.3,unknown,unknown
2149,YBA DJ,When Its Over,199806,0,,0,0.73,0.402,1,-9.237,0,0.0516,0.584,0,0.193,0.183,136.991,unknown,unknown
2150,YBA DJ,One Time - Remix,200712,1,,16,0.785,0.673,0,-4.537,1,0.0892,0.103,0,0.102,0.122,125.036,unknown,unknown
2151,Yauncha,The Dash Hustle,205933,0,,0,0.588,0.526,7,-7.601,0,0.302,0.533,0,0.55,0.39,149.913,unknown,unknown
2152,Yareli Herring,Naive Songs,122058,0,,14,0.5,0.733,3,-4.301,0,0.0251,0.311,0.775,0.229,0.534,88.387,unknown,unknown
2153,Yamilet Nielsen,Horsefly,118035,0,,14,0.466,0.379,11,-13.664,1,0.0354,0.628,0.941,0.114,0.0694,130.206,unknown,unknown
2154,YaBoySam,math homework,79448,0,,13,0.906,0.676,4,-6.768,0,0.0974,0.631,0.903,0.104,0.883,145.09,unknown,unknown
2155,YaBoi DaCoach,Cheers,277794,1,,14,0.708,0.491,4,-10.666,1,0.255,0.0773,0,0.143,0.558,83.043,unknown,unknown
2156,Xxxsolitario,Pick It Up,282880,1,,0,0.922,0.304,9,-10.71,1,0.327,0.0391,0,0.116,0.385,144.021,unknown,unknown
2157,Xxxsolitario,Windows Down,211096,1,,0,0.703,0.726,9,-11.658,1,0.821,0.807,0,0.609,0.841,208.299,unknown,unknown
2158,Xxxsolitario,I'm MegaMan,240039,1,,0,0.559,0.402,2,-12.626,1,0.393,0.784,0,0.177,0.428,96.026,unknown,unknown
2159,Xxxsolitario,Diamonds in My Ring,309603,1,,0,0.762,0.44,11,-8.649,0,0.254,0.366,0.000231,0.0854,0.331,139.943,unknown,unknown
2160,Christine and the Queens,iT,218159,0,,4,0.672,0.57,0,-7.557,1,0.0428,0.313,1.88E-05,0.086,0.654,89.953,art pop;electronic;pop francais;electropop;metropopolis;shimmer pop,pop;electronic
2161,Christine and the Queens,Saint Claude (Version Franaise),239554,0,,6,0.512,0.445,8,-11.402,1,0.0489,0.367,0.0262,0.103,0.172,99.145,art pop;electronic;pop francais;electropop;metropopolis;shimmer pop,pop;electronic
2162,Christine and the Queens,Tilted,233247,0,,10,0.872,0.361,7,-9.88,1,0.0609,0.283,0.00262,0.108,0.489,100.001,art pop;electronic;pop francais;electropop;metropopolis;shimmer pop,pop;electronic
2163,Christine and the Queens,Narcissus Is Back,208821,0,,3,0.775,0.707,2,-6.958,1,0.0301,0.391,0.000341,0.128,0.397,118.072,art pop;electronic;pop francais;electropop;metropopolis;shimmer pop,pop;electronic
2164,Christine and the Queens,The Loving Cup,222302,0,,3,0.814,0.685,8,-6.293,0,0.0581,0.525,1.50E-05,0.0658,0.762,124.982,art pop;electronic;pop francais;electropop;metropopolis;shimmer pop,pop;electronic
2165,Tha Joker,Why so Serious 2,130220,1,,4,0.819,0.792,6,-3.315,0,0.226,0.131,0,0.166,0.751,140.011,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2166,Tha Joker,Eyes Close,209946,1,,3,0.761,0.702,10,-3.983,0,0.327,0.00295,0,0.123,0.268,131.03,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2167,Tha Joker,Delta,188944,1,,2,0.696,0.923,6,-2.373,0,0.322,0.337,0,0.351,0.738,149.052,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2168,Tha Joker,Random,138945,1,,2,0.885,0.56,11,-5.285,1,0.0804,0.00289,0,0.0815,0.479,126.016,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2169,Tha Joker,Gym,226873,1,,2,0.633,0.7,8,-5.227,1,0.12,0.00573,0,0.0998,0.255,145.083,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2170,Tha Joker,Blow Stacks,205453,1,,1,0.669,0.753,1,-5.52,1,0.171,0.0943,0,0.272,0.819,74.965,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2171,Tha Joker,Cant Come Down,187089,1,,7,0.62,0.78,6,-3.717,0,0.0752,0.116,0,0.419,0.873,136.931,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2172,Tha Joker,Imagine,175909,1,,2,0.4,0.892,5,-3.088,0,0.139,0.0688,0,0.53,0.522,164.092,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2173,Tha Joker,Come Around,186149,1,,3,0.748,0.694,5,-4.32,0,0.173,0.109,0,0.268,0.306,133.931,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2174,Tha Joker,Throw It Up,185104,1,,1,0.405,0.674,9,-5.712,1,0.214,0.00346,0,0.218,0.359,69.925,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2175,Tha Joker,So Dam Fine,208980,1,,2,0.794,0.517,8,-6.146,0,0.276,0.0101,0,0.0921,0.455,134.95,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2176,Tha Joker,Home Again,267180,1,,2,0.697,0.711,7,-5.953,0,0.155,0.224,0,0.637,0.697,153.946,pop rap;southern hip-hop;trap,pop;hip-hop;rap
2177,Xxxsolitario,Born Ugly,202214,1,,14,0.856,0.648,1,-11.064,1,0.0998,0.23,0,0.484,0.794,95.98,unknown,unknown
2178,Xxxsolitario,Fuck the Cops,223060,1,,0,0.93,0.741,0,-6.622,0,0.183,0.28,0,0.295,0.751,114.05,unknown,unknown
2179,Xxxsolitario,Anime,215327,1,,0,0.725,0.498,6,-7.054,0,0.239,0.233,0,0.113,0.618,91.964,unknown,unknown
2180,Xxxsolitario,Looking Like a Criminal,203363,1,,0,0.902,0.371,11,-10.245,1,0.43,0.603,0,0.0955,0.527,85.494,unknown,unknown
2181,Xxxsolitario,You Is Gonna Take This,174838,1,,0,0.927,0.558,5,-5.593,0,0.179,0.53,0,0.0875,0.821,122.962,unknown,unknown
2182,Xxxsolitario,Jeepers Creepers,223896,1,,0,0.906,0.311,7,-10.628,1,0.381,0.53,2.99E-05,0.231,0.737,87.053,unknown,unknown
2183,Xmayne,Be Great,203363,1,,0,0.62,0.519,1,-8.368,1,0.379,0.0124,0,0.0766,0.252,84.866,unknown,unknown
2184,Xmayne,Last Days,257437,1,,0,0.593,0.69,9,-6.226,1,0.351,0.00391,0,0.112,0.285,109.502,unknown,unknown
2185,Xmayne,Pocket Watchin,132702,1,,10,0.843,0.494,2,-12.5,1,0.389,0.0291,0,0.0891,0.312,133.035,unknown,unknown
2186,Xmayne,Internet,155977,1,,0,0.789,0.647,8,-5.808,1,0.0721,0.0226,0,0.111,0.463,159.93,unknown,unknown
2187,Xmayne,Start Flakin,137665,1,,9,0.885,0.398,1,-10.874,1,0.0944,0.00621,0,0.123,0.459,150.038,unknown,unknown
2188,Xmayne,One Mic,123925,1,,0,0.73,0.7,8,-8.258,1,0.211,0.00448,1.10E-06,0.121,0.767,92.941,unknown,unknown
2189,Xmayne,Swish,172104,1,,0,0.858,0.446,10,-8.621,0,0.502,0.0432,0,0.0669,0.38,163.188,unknown,unknown
2190,Xmayne,Lil Joe,178051,1,,0,0.782,0.492,1,-9.663,0,0.23,0.0159,0,0.116,0.165,81.023,unknown,unknown
2191,Xmayne,Free Bart,209032,1,,0,0.739,0.354,7,-10.675,0,0.285,0.523,0,0.15,0.331,146.923,unknown,unknown
2192,The New Seekers,Allright My Love,178267,0,,0,0.375,0.54,4,-12.631,1,0.0344,0.632,0.916,0.131,0.484,94.371,brill building pop;bubblegum pop;classic uk pop;merseybeat;rock-and-roll;soft rock,pop;rock
2193,The New Seekers,Ain't Love Easy,205027,0,,0,0.385,0.405,9,-12.039,1,0.0279,0.805,2.56E-05,0.126,0.228,84.23,brill building pop;bubblegum pop;classic uk pop;merseybeat;rock-and-roll;soft rock,pop;rock
2194,The New Seekers,Blackberry Way,159800,0,,0,0.471,0.474,7,-11.598,1,0.0337,0.346,0,0.0948,0.656,112.448,brill building pop;bubblegum pop;classic uk pop;merseybeat;rock-and-roll;soft rock,pop;rock
2195,The New Seekers,When There's No Love Left,223667,0,,0,0.155,0.249,2,-14.834,1,0.03,0.566,0.000566,0.0883,0.392,176.103,brill building pop;bubblegum pop;classic uk pop;merseybeat;rock-and-roll;soft rock,pop;rock
2196,The New Seekers,Your Song,209267,0,,0,0.476,0.433,4,-13.931,1,0.0298,0.582,1.05E-05,0.304,0.717,133.451,brill building pop;bubblegum pop;classic uk pop;merseybeat;rock-and-roll;soft rock,pop;rock
