id,track_artist,track_name,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genreVerbose,genreFamily
2197,The New Seekers,"Look What They've Done to My Song, Ma",202907,0,,13,0.412,0.456,9,-11.397,1,0.0339,0.583,0,0.274,0.401,137.296,brill building pop;bubblegum pop;classic uk pop;merseybeat;rock-and-roll;soft rock,pop;rock
2198,The New Seekers,Cincinnati,208347,0,,0,0.438,0.375,7,-11.933,1,0.0302,0.749,0.000276,0.0963,0.305,119.074,brill building pop;bubblegum pop;classic uk pop;merseybeat;rock-and-roll;soft rock,pop;rock
2199,The New Seekers,Eighteen Carat Friend (aka Friends),174840,0,,0,0.557,0.621,1,-15.274,0,0.0653,0.647,0.000254,0.106,0.866,81.87,brill building pop;bubblegum pop;classic uk pop;merseybeat;rock-and-roll;soft rock,pop;rock
2200,The New Seekers,I'll Be Home,174427,0,,0,0.241,0.0835,2,-22.717,1,0.0325,0.984,0.0633,0.107,0.298,82.556,brill building pop;bubblegum pop;classic uk pop;merseybeat;rock-and-roll;soft rock,pop;rock
2201,The New Seekers,Never Ending Song of Love,194400,0,,1,0.576,0.637,2,-11.442,1,0.0397,0.576,0.000196,0.115,0.862,94.421,brill building pop;bubblegum pop;classic uk pop;merseybeat;rock-and-roll;soft rock,pop;rock
2202,XHAIDEN,Black Balloon Syndrome,310000,1,,14,0.528,0.773,8,-8.891,1,0.0592,0.588,0.836,0.14,0.284,95.939,unknown,unknown
2203,XHAIDEN,(Alive In The Dead Of Night),295102,0,,14,0.476,0.927,7,-5.318,1,0.0351,0.00133,0.0347,0.964,0.385,98.046,unknown,unknown
2204,XHAIDEN,Bellyache,365179,0,,14,0.398,0.703,2,-7.33,1,0.0675,0.000614,2.02E-06,0.134,0.555,85.054,unknown,unknown
2205,Written to Speak,For a Moment,61858,0,,14,0.625,0.135,5,-21.2,1,0.928,0.629,2.41E-06,0.115,0.443,86.541,unknown,unknown
2206,Workchill,Relaxation,123722,0,,3,0.282,0.00576,6,-33.033,1,0.0419,0.99,0.916,0.111,0.105,68.459,unknown,unknown
2207,Workchill,Brain Power,132598,0,,0,0.407,0.00944,5,-31.779,0,0.0409,0.992,0.936,0.0981,0.0369,68.369,unknown,unknown
2208,Workchill,Serenity,125074,0,,1,0.247,0.00738,0,-32.541,1,0.0404,0.995,0.915,0.126,0.162,173.899,unknown,unknown
2209,Workchill,Zen,131175,0,,1,0.346,0.00576,0,-33.981,0,0.0366,0.99,0.923,0.128,0.0552,136.097,unknown,unknown
2210,Workchill,Harmony,132098,0,,1,0.24,0.00359,0,-36.384,1,0.0376,0.982,0.93,0.0944,0.0387,139.728,unknown,unknown
2211,Workchill,Study,142901,0,,1,0.357,0.0218,0,-30.654,1,0.0413,0.994,0.887,0.0973,0.0369,73.078,unknown,unknown
2212,Workchill,Chillout,136290,0,,1,0.387,0.0026,0,-35.632,1,0.0403,0.996,0.948,0.0755,0.0908,137.532,unknown,unknown
2213,Workchill,Chill,134362,0,,0,0.231,0.00393,5,-37.276,0,0.0348,0.987,0.911,0.108,0.0364,141.951,unknown,unknown
2214,Workchill,Workchill,147226,0,,0,0.422,0.0199,0,-30.156,1,0.0462,0.993,0.928,0.158,0.0592,71.519,unknown,unknown
2215,Work Music,Spectacular Music for Hardly Working,112292,0,,2,0.569,0.11,0,-22.503,1,0.1,0.911,0.918,0.111,0.262,77.034,unknown,unknown
2216,Work Music,Wondrous Backdrops for Offices,112292,0,,2,0.856,0.152,3,-21.076,1,0.055,0.907,0.942,0.0979,0.4,115.811,unknown,unknown
2217,Work Music,Background for Working,137183,0,,2,0.755,0.117,0,-22.115,1,0.0585,0.855,0.884,0.101,0.231,62.928,unknown,unknown
2218,Work Music,Jazz Ballad Soundtrack for Working,120001,0,,2,0.791,0.217,10,-20.861,0,0.0591,0.847,0.922,0.108,0.319,144.041,unknown,unknown
2219,Work Music,Romantic Coworking,127060,0,,0,0.775,0.15,0,-22.043,1,0.0521,0.841,0.944,0.092,0.197,135.914,unknown,unknown
2220,Work Music,Mind-blowing Offices,144057,0,,2,0.675,0.0928,0,-22.309,0,0.0775,0.857,0.939,0.109,0.279,119.894,unknown,unknown
2221,Work Music,Tremendous Moods for Working,113685,0,,2,0.784,0.133,10,-21.043,1,0.0762,0.871,0.933,0.0996,0.216,75.908,unknown,unknown
2222,Work Music,Elegant Piano and Acoustic Bass - Vibe for Working,121765,0,,2,0.763,0.158,10,-21.609,0,0.0513,0.864,0.946,0.11,0.305,141.967,unknown,unknown
2223,Work Music,Stylish Ambience for Co Working Spaces,141642,0,,2,0.658,0.0975,7,-22.836,1,0.0635,0.908,0.918,0.111,0.262,121.645,unknown,unknown
2224,Work Music,Deluxe Ambiance for Co Working Spaces,139413,0,,2,0.836,0.125,10,-21.771,0,0.157,0.866,0.925,0.101,0.22,61.978,unknown,unknown
2225,Work Music,Pulsating Music for Hardly Working,133004,0,,2,0.772,0.115,8,-22.251,0,0.0611,0.875,0.926,0.11,0.293,130.081,unknown,unknown
2226,Work Music,Spirited Backdrops for Coworking,115264,0,,2,0.816,0.133,0,-22.192,0,0.063,0.877,0.88,0.109,0.53,74.972,unknown,unknown
2227,Work Music,Background for Coffee Breaks,115264,0,,2,0.777,0.151,5,-21.831,0,0.0705,0.883,0.908,0.0762,0.263,75.056,unknown,unknown
2228,Work Music,Jazz Ballad Soundtrack for Coffee Breaks,113685,0,,2,0.754,0.148,7,-22.501,1,0.0606,0.913,0.917,0.109,0.308,76.028,unknown,unknown
2229,Work Music,Tasteful Working,129010,0,,2,0.808,0.137,4,-22.458,0,0.0617,0.88,0.909,0.11,0.398,134.21,unknown,unknown
2230,Work Music,High Class Offices,139413,0,,2,0.805,0.122,7,-23.834,1,0.0634,0.856,0.93,0.0996,0.35,62.043,unknown,unknown
2231,Work Music,Lively Moods for Co Working Spaces,125295,0,,2,0.783,0.0952,7,-22.468,1,0.111,0.902,0.873,0.11,0.408,68.961,unknown,unknown
2232,Work Music,Unique Piano and Acoustic Bass - Vibe for Coffee Breaks,121765,0,,2,0.798,0.141,5,-22.017,0,0.0524,0.887,0.926,0.167,0.292,71.122,unknown,unknown
2233,Work Music,Beautiful Ambience for Coworking,108019,0,,2,0.775,0.105,0,-23.098,1,0.0467,0.885,0.916,0.11,0.32,80.148,unknown,unknown
2234,Work Music,Casual Ambiance for Working,115264,0,,2,0.816,0.125,10,-21.209,1,0.0539,0.907,0.944,0.11,0.415,75.005,unknown,unknown
2235,Wood Willow,So Much Runnin',161507,0,,6,0.565,0.886,6,-2.88,1,0.0329,0.133,0,0.288,0.79,72.981,unknown,unknown
2236,Wood Willow,No More Close to Heaven,165000,0,,3,0.512,0.677,4,-4.8,1,0.0526,0.391,0,0.318,0.631,171.92,unknown,unknown
2237,Wood Willow,Southern Intentions,181778,0,,4,0.699,0.567,5,-5.016,1,0.0292,0.419,0,0.332,0.371,135.076,unknown,unknown
2238,Wood Willow,On With the News,249273,0,,2,0.653,0.519,4,-6.578,0,0.0253,0.106,5.10E-05,0.158,0.612,109.934,unknown,unknown
2239,Wood Willow,You've Got Me,182526,0,,2,0.664,0.329,0,-5.911,1,0.0267,0.752,0,0.111,0.358,95.014,unknown,unknown
2240,Wood Willow,Pour My Drink,205920,0,,3,0.611,0.824,7,-4.469,1,0.0436,0.157,0,0.0703,0.295,124.982,unknown,unknown
2241,Wood Willow,Art Collection,192821,0,,1,0.813,0.418,2,-7.457,0,0.0425,0.171,2.50E-06,0.072,0.74,116.946,unknown,unknown
2242,Wood Willow,Birds,171905,0,,3,0.638,0.39,2,-4.489,0,0.0297,0.715,0,0.0922,0.196,125.902,unknown,unknown
2243,Wood Willow,Box O' Wine,152571,0,,1,0.443,0.786,0,-3.349,1,0.0493,0.238,0,0.0627,0.738,209.89,unknown,unknown
2244,Wood Willow,Tijuana,196138,0,,3,0.681,0.757,9,-4.127,1,0.0835,0.409,0,0.137,0.629,144.979,unknown,unknown
2245,WOOD SNIPES,It's Go Time,180048,0,,14,0.676,0.807,11,-4.859,0,0.27,0.215,0,0.46,0.774,101.008,unknown,unknown
2246,Womack & Womack,Baby I'm Scared of You,338160,0,,0,0.607,0.647,3,-10.587,0,0.0389,0.0574,0.000159,0.052,0.891,107.925,unknown,unknown
2247,Womack & Womack,Night Rider,302467,0,,0,0.744,0.558,4,-13.189,0,0.055,0.23,5.13E-05,0.0448,0.709,111.826,unknown,unknown
2248,Wolfgang Amadeus Mozart,"Le nozze di Figaro, K.492 - Original version, Vienna 1786 - Act 3: ""Che soave zeffiretto"" - ""Piegato  il foglio...""",172973,0,,1,0.295,0.0385,10,-25.801,1,0.0538,0.987,0.000188,0.0865,0.241,135.951,unknown,unknown
2249,Wolfgang Amadeus Mozart,"Die Zauberflšte, K.620 / Act 2: ""Der Hšlle Rache kocht in meinem Herzen""",173973,0,,1,0.45,0.233,5,-12.552,1,0.0378,0.972,0.0334,0.12,0.316,144.484,unknown,unknown
2250,Wolfgang Amadeus Mozart,"Die EntfŸhrung aus dem Serail, K.384 / Act 2: ""Welche Wonne, welche Lust""",163373,0,,0,0.4,0.122,7,-20.584,1,0.0527,0.985,0.00406,0.179,0.322,141.019,unknown,unknown
2251,Wolfgang Amadeus Mozart,"Le nozze di Figaro, K.492 / Act 4: ""Giunse alfin il momento...Deh, vieni, non tardar""",220800,0,,0,0.333,0.0181,4,-30.8,0,0.058,0.986,0.000109,0.484,0.0756,126.194,unknown,unknown
2252,Wolfgang Amadeus Mozart,"Don Giovanni, K.527 / Act 2: ""In quali eccessi - Mi tradi quell'alma ingrata"" (K. 540c)",216907,0,,1,0.316,0.187,3,-16.061,1,0.0512,0.967,0,0.348,0.272,99.419,unknown,unknown
2253,Wizz Havin,Water Running,100467,1,,15,0.508,0.794,10,-4.902,1,0.333,0.0224,0,0.0919,0.541,86.502,unknown,unknown
2254,Winter Cherry,On the Origin of Shadows,196391,0,,5,0.556,0.209,10,-16.66,0,0.0344,0.844,0.868,0.0952,0.67,90.06,unknown,unknown
2255,Winter Cherry,Nights and Letters,144701,0,,5,0.591,0.271,11,-16.148,1,0.039,0.847,0.91,0.104,0.67,179.933,unknown,unknown
2256,Winter Cherry,Waiting for You,140817,0,,5,0.595,0.25,11,-16.875,1,0.0385,0.925,0.942,0.0972,0.571,80.021,unknown,unknown
2257,Winter Cherry,In the Still of the Night,136263,0,,5,0.709,0.347,6,-19.114,1,0.0447,0.835,0.938,0.099,0.597,160.003,unknown,unknown
2258,Winter Cherry,When It's Evening,137749,0,,5,0.471,0.382,11,-16.859,1,0.0337,0.73,0.871,0.0891,0.44,179.95,unknown,unknown
2259,Winger,Easy Come Easy Go,245240,0,,1,0.687,0.68,1,-10.835,1,0.0299,0.0128,1.73E-05,0.0702,0.825,118.03,unknown,unknown
2260,Winger,Seventeen,244480,0,,1,0.435,0.858,8,-4.474,1,0.0428,0.00012,3.01E-05,0.0344,0.53,95.865,unknown,unknown
2261,Winds and Oceans,Sea Wave Ambience,132049,0,,0,0.0822,0.422,0,-34.124,0,0.413,0.261,0.901,0.24,0.0285,168.737,unknown,unknown
2262,Wilton Vought,Head over Heels,135333,0,,0,0.568,0.389,7,-14.392,1,0.0353,0.885,0.000723,0.132,0.367,126.998,unknown,unknown
2263,Willow,Seduction,185806,0,,14,0.45,0.632,11,-11.705,0,0.466,0.013,0,0.154,0.632,186.196,unknown,unknown
2264,Willie Moore Jr.,Work It Out,240144,0,,14,0.739,0.708,1,-5.18,0,0.0549,0.304,0,0.318,0.568,129.979,unknown,unknown
2265,William Shrubsole,"Miles Lane ""All Hail the Power of Jesus' Name"" (Arr. R. Vaughan Williams for Choir & Orchestra) [Live]",321347,0,,1,0.196,0.202,9,-21.07,1,0.0294,0.95,0.0161,0.139,0.305,89.491,unknown,unknown
2266,William Pearson,Carefree 09 Mt 30 1a,29942,0,,0,0.593,0.607,5,-8.941,1,0.0355,0.801,0.949,0.163,0.196,126.472,unknown,unknown
2267,Will Fletcher,Playhouse,139038,0,,14,0.33,0.547,5,-11.887,0,0.0318,0.191,0.699,0.323,0.203,123.701,unknown,unknown
2268,Wilfrido Vargas,El Hombre Divertido,255200,0,,0,0.711,0.913,10,-4.397,1,0.151,0.614,0,0.137,0.904,155.172,unknown,unknown
2269,Wild Echoes,Waves Gurgle On Ledgerock,229261,0,,2,0.162,0.999,2,-21.249,1,0.0635,0.693,0.837,0.947,1.00E-05,129.372,unknown,unknown
2270,Wild Echoes,Gurgling Playful Waves,240811,0,,1,0.137,0.998,6,-25.029,0,0.0593,0.611,0.96,0.964,1.00E-05,142.745,unknown,unknown
2271,Wild Echoes,Big Steady Waves On Ledgerock,278187,0,,1,0.153,0.953,2,-20.339,1,0.055,0.788,0.955,0.951,1.00E-05,79.922,unknown,unknown
2272,Wild Echoes,Steady Waves On Ledgerock,216747,0,,1,0.168,0.996,2,-22.074,0,0.0703,0.599,0.955,0.917,1.00E-05,117.876,unknown,unknown
2273,Wild Echoes,Steady Gurgling Waves,232619,0,,1,0.175,0.994,5,-20.998,0,0.0577,0.752,0.974,0.93,1.00E-05,90.792,unknown,unknown
2274,Wild Echoes,Sloshy Waves On Ledgerock,229888,0,,0,0.133,0.995,10,-24.259,0,0.0583,0.614,0.902,0.943,1.00E-05,85.61,unknown,unknown
2275,Wild Echoes,Medium Waves Against Seawall,192683,0,,0,0.166,0.998,1,-20.735,1,0.0555,0.707,0.987,0.939,1.00E-05,113.227,unknown,unknown
2276,Wild Echoes,Medium Waves in Rocky Cove,119808,0,,0,0.112,0.998,6,-23.905,1,0.0479,0.762,0.952,0.943,1.00E-05,94.271,unknown,unknown
2277,Wild Echoes,Splashy Waves Against Rocks,184320,0,,10,0.193,0.997,0,-20.427,0,0.056,0.902,0.974,0.952,1.00E-05,63.638,unknown,unknown
2278,Wild Echoes,Closer Gentle Waves,165717,0,,1,0.144,0.999,6,-21.207,0,0.0656,0.83,0.974,0.954,1.00E-05,160.348,unknown,unknown
2279,Wild Echoes,Close Waves On Pebble Shore,202069,0,,0,0.166,0.987,7,-17.902,1,0.0498,0.952,0.925,0.93,1.00E-05,83.487,unknown,unknown
2280,Wild Echoes,Heavy Lake Superior Surf,137387,0,,1,0.185,0.997,1,-21.3,0,0.0525,0.354,0.999,0.89,1.00E-05,81.204,unknown,unknown
2281,Wild Echoes,Heavier Close Waves,160597,0,,1,0.164,0.997,3,-15.416,0,0.0626,0.625,0.986,0.945,1.00E-05,126.236,unknown,unknown
2282,Wild Echoes,Soothing Sloshy Waves,168619,0,,1,0.191,0.999,4,-19.968,0,0.0611,0.854,0.991,0.949,1.00E-05,83.845,unknown,unknown
2283,Wild Echoes,Playful Gurgling Waves,179541,0,,2,0.187,0.999,2,-18.263,1,0.0563,0.703,0.996,0.884,1.00E-05,73.878,unknown,unknown
2284,Wichy de Vedado,La Perla Del Son,319493,0,,1,0.824,0.618,10,-5.208,0,0.0707,0.162,0.148,0.139,0.702,90.004,unknown,unknown
2285,Whosthahottest,Ride With a Loc,230034,1,,13,0.884,0.703,5,-6.165,0,0.307,0.147,0,0.1,0.637,99.046,unknown,unknown
2286,Whosthahottest,Rock Out,155611,1,,13,0.926,0.317,7,-14.41,1,0.417,0.0804,0,0.0872,0.561,91.993,unknown,unknown
2287,Whitney Blake,Zenergy,192000,0,,13,0.445,0.489,8,-10.741,0,0.344,0.121,0.000192,0.213,0.565,68.511,unknown,unknown
2288,Whiskey Child,This Sux,176043,0,,5,0.307,0.905,7,-4.93,1,0.0463,0.000417,0.00629,0.935,0.478,152.385,unknown,unknown
2289,Whiskey Child,Feel Like Gettin' Drunk,233308,0,,3,0.474,0.658,7,-7.366,1,0.0444,0.214,0,0.184,0.48,166.127,unknown,unknown
2290,Whiskey Child,Couldn't Care Less,223270,0,,5,0.446,0.657,7,-16.925,1,0.0374,0.0004,0.356,0.122,0.602,149.945,unknown,unknown
2291,Whiskey Child,You Forgot About Me,190718,0,,3,0.666,0.326,7,-15.524,1,0.0307,0.209,0.00829,0.321,0.427,120.018,unknown,unknown
2292,Whiskey Child,Whiskey Child,187583,0,,3,0.724,0.382,2,-19.444,1,0.057,0.444,0.947,0.143,0.549,119.987,unknown,unknown
2293,Whiskey Child,Feel Like Gettin' Drunk (Acoustic Version),228072,0,,5,0.516,0.58,7,-8.146,1,0.0438,0.266,0,0.102,0.533,166.106,unknown,unknown
2294,Whiskey Child,This Sux (Instrumental Version),177702,0,,3,0.405,0.793,7,-8.551,1,0.033,0.000145,0.854,0.795,0.497,152.071,unknown,unknown
2295,Whiskey Child,Feel Like Gettin' Drunk (Instrumental Version),233160,0,,3,0.59,0.603,7,-7.974,1,0.0405,0.0445,0.875,0.167,0.395,166.07,unknown,unknown
2296,Whiskey Child,Feel Like Gettin' Drunk (Acoustic Instrumental Version),228434,0,,3,0.546,0.488,7,-9.074,1,0.0365,0.118,0.918,0.109,0.349,165.993,unknown,unknown
2297,Whapš,Hear me šut,60719,0,,1,0.89,0.0857,10,-29.385,1,0.287,0.795,3.62E-06,0.551,0.437,119.76,unknown,unknown
2298,Whapš,F e e l,116540,1,,3,0.656,0.415,8,-10.076,1,0.147,0.663,0,0.0838,0.855,99.486,unknown,unknown
2299,Moby,This Wild Darkness - Remix1,365714,0,,8,0.467,0.777,7,-7.136,1,0.0598,0.0535,0.00225,0.173,0.0926,125.996,downtempo;electronica,electronic
2300,Moby,This Wild Darkness - Sunrise Mix,363846,0,,5,0.374,0.6,7,-7.23,1,0.0314,0.722,0.000198,0.346,0.18,78.026,downtempo;electronica,electronic
2301,Moby,This Wild Darkness - CYA Remix Edit,291497,0,,8,0.34,0.887,7,-5.786,1,0.0481,0.108,0.0215,0.331,0.662,119.471,downtempo;electronica,electronic
2302,Moby,This Wild Darkness - CYA Remix,477367,0,,4,0.3,0.896,7,-6.319,1,0.0415,0.108,0.184,0.103,0.544,120.695,downtempo;electronica,electronic
2303,Otis Redding,"These Arms of Mine - Live at the Apollo Theater, New York",152227,0,,3,0.488,0.218,10,-14.886,1,0.0356,0.592,3.94E-06,0.557,0.525,82.416,classic soul;memphis soul;soul;soul blues;southern soul,soul;blues
2304,Otis Redding,"Pain in My Heart - Live at the Apollo Theater, New York",139200,0,,2,0.353,0.259,10,-14.899,1,0.0474,0.476,6.15E-06,0.367,0.483,189.12,classic soul;memphis soul;soul;soul blues;southern soul,soul;blues
2305,Otis Redding,Mr. Pitiful,162160,0,,3,0.806,0.489,0,-12.898,1,0.104,0.0544,2.88E-05,0.0696,0.899,123.754,classic soul;memphis soul;soul;soul blues;southern soul,soul;blues
2306,Otis Redding,Try a Little Tenderness,201733,0,,5,0.583,0.132,9,-15.067,0,0.057,0.192,1.91E-05,0.258,0.0695,102.937,classic soul;memphis soul;soul;soul blues;southern soul,soul;blues
2307,Otis Redding,(Sittin' On) the Dock of the Bay,166827,0,,11,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65E-06,0.0601,0.598,205.981,classic soul;memphis soul;soul;soul blues;southern soul,soul;blues
2308,Whapš,Runaway,118699,0,,4,0.855,0.543,11,-9.486,0,0.0556,0.0334,0,0.114,0.754,120.01,unknown,unknown
2309,Whapš,Dšwn,136369,0,,2,0.805,0.275,2,-12.777,0,0.0881,0.585,0,0.11,0.494,139.274,unknown,unknown
2310,Whapš,Dšn't leave,170224,0,,3,0.908,0.686,2,-6.249,1,0.0456,0.334,0,0.0778,0.775,132.027,unknown,unknown
2311,Whapš,Wait4MeHere,149465,1,,3,0.792,0.609,1,-9.241,0,0.0632,0.315,0,0.0932,0.657,119.973,unknown,unknown
2312,Whapš,WashAwayThePain,146818,1,,2,0.662,0.57,7,-7.338,1,0.0318,0.272,0,0.159,0.238,119.92,unknown,unknown
2313,Whapš,Nšt gššd with luv,177585,0,,4,0.462,0.516,5,-10.459,0,0.241,0.483,0,0.198,0.585,73.319,unknown,unknown
2314,Whapš,Dash,136950,1,,3,0.635,0.769,10,-7.161,1,0.127,0.879,0,0.322,0.889,79.966,unknown,unknown
2315,Whapš,"Shššt me, End me",141896,0,,6,0.669,0.57,0,-7.831,0,0.0509,0.262,2.87E-06,0.096,0.339,140.059,unknown,unknown
2316,WeSSmont SSkeme,Old Fashion Or Ego Trip ?,169263,1,,15,0.568,0.896,10,-4.602,0,0.756,0.0556,0,0.109,0.55,189.45,unknown,unknown
2317,Wesley Michael Hayes,Sing Pain,299181,0,,14,0.426,0.661,9,-7.967,1,0.0283,0.0325,0.0304,0.0813,0.275,80.133,unknown,unknown
2318,Wes Howes,Love in a Space Station,245656,0,,12,0.672,0.414,1,-18.218,1,0.0905,0.0254,0.196,0.0942,0.781,74.962,unknown,unknown
2319,Weather Report,Black Market,540333,0,,0,0.374,0.936,10,-8.991,1,0.0651,0.274,0.565,0.334,0.552,125.101,unknown,unknown
2320,Wax,Rosana,235362,1,,15,0.655,0.728,9,-6.788,1,0.279,0.000863,0.000118,0.091,0.678,171.869,unknown,unknown
2321,Wax,Jealousy:Envy:Hate:Deceit,263880,0,,0,0.55,0.391,0,-14.636,1,0.403,0.319,0,0.142,0.303,71.666,unknown,unknown
2322,Wave Sounds For Sleep,Waves Washing Over Pebbles,110152,0,,1,0.0634,0.909,9,-22.842,0,0.0495,0.147,5.34E-05,0.626,0.00917,68.727,unknown,unknown
2323,Wave Sound Group,Mediterranean Shores,193181,0,,1,0.126,0.83,11,-26.445,1,0.152,0.885,0.743,0.371,0.00981,169.944,unknown,unknown
2324,Kitchens Of Distinction,In a Cave,275200,0,,6,0.533,0.897,9,-5.305,1,0.0649,0.000353,0.00126,0.235,0.689,119.52,alternative pop;c86;dream pop;nu gaze;shoegaze,pop
2325,Kitchens Of Distinction,Time to Groan,235467,0,,3,0.217,0.792,11,-5.193,0,0.0355,0.000226,0,0.0905,0.461,95.097,alternative pop;c86;dream pop;nu gaze;shoegaze,pop
2326,Kitchens Of Distinction,Prize,326067,0,,3,0.483,0.88,7,-4.925,1,0.0394,0.000373,0.000441,0.625,0.605,121.802,alternative pop;c86;dream pop;nu gaze;shoegaze,pop
2327,Kitchens Of Distinction,The 3rd Time We Opened the Capsule,198907,0,,5,0.43,0.947,2,-5.73,1,0.0425,0.000114,0.000435,0.329,0.493,142.998,alternative pop;c86;dream pop;nu gaze;shoegaze,pop
2328,Kitchens Of Distinction,Her Last Day in Bed,272360,0,,2,0.475,0.863,2,-5.05,1,0.0753,0.00261,0.00072,0.118,0.322,126.272,alternative pop;c86;dream pop;nu gaze;shoegaze,pop
2329,Kitchens Of Distinction,"Courage, Mother",170200,0,,3,0.421,0.953,0,-3.889,1,0.25,0.000117,0,0.0629,0.441,179.4,alternative pop;c86;dream pop;nu gaze;shoegaze,pop
2330,Kitchens Of Distinction,Mainly Mornings,194440,0,,2,0.444,0.92,9,-4.101,0,0.0672,0.00081,0,0.427,0.695,124.627,alternative pop;c86;dream pop;nu gaze;shoegaze,pop
2331,Kitchens Of Distinction,Hammer,362493,0,,4,0.27,0.881,9,-4.227,0,0.0556,0.000687,7.36E-06,0.111,0.392,119.704,alternative pop;c86;dream pop;nu gaze;shoegaze,pop
2332,Watery Leaves 8D Sounds,Forest Spring Days,105000,0,,0,0.242,0.832,2,-16.306,0,0.772,0.479,0.000216,0.678,0.0389,142.035,unknown,unknown
2333,Watery Leaves 8D Sounds,Early Morning Forest Day,124750,0,,0,0.249,0.928,6,-16.229,0,0.681,0.773,0.068,0.797,0.0324,75.472,unknown,unknown
2334,Waterscapes,Peaceful Shores,165234,0,,0,0.205,0.0591,1,-21.264,1,0.0496,0.462,0.882,0.126,0.0225,125.353,unknown,unknown
2335,Water Soundscapes,Steady River Flow,199647,0,,0,0.106,0.00214,1,-21.715,1,0.0526,0.122,0.287,0.112,0.0269,93.35,unknown,unknown
2336,Water Sounds,Night Time by the Sea,304637,0,,0,0.0749,0.86,8,-29.324,0,0.111,0.524,0.859,0.812,0.00587,79.191,unknown,unknown
2337,Water Sounds,Mesmorising Waves at Night,243708,0,,0,0.141,0.778,8,-26.732,0,0.226,0.254,0.219,0.357,0.00465,169.873,unknown,unknown
2338,Water Sounds,Gentle Evening Tide,274904,0,,1,0.232,0.933,10,-25.984,1,0.0605,0.714,0.327,0.971,0.00169,90.853,unknown,unknown
2339,Was,I Came Alone,238320,0,,0,0.782,0.591,2,-10.369,1,0.365,0.0879,0,0.0212,0.859,128.958,unknown,unknown
2340,Warbag,Dark Emotions,135500,0,,12,0.316,0.151,8,-16.009,0,0.0356,0.248,0.0614,0.261,0.101,123.769,unknown,unknown
2341,Wampeters,"Amorphous, I Love You",195760,0,,2,0.541,0.719,7,-8.58,1,0.0413,0.142,8.43E-06,0.0761,0.598,110.722,unknown,unknown
2342,Wampeters,Tupelo Hotel,225933,0,,2,0.629,0.655,7,-10.314,1,0.0373,0.299,2.37E-06,0.14,0.648,129.391,unknown,unknown
2343,Wampeters,Anytime,315067,0,,2,0.311,0.351,0,-12.519,1,0.0364,0.0734,0.22,0.0844,0.178,80.166,unknown,unknown
2344,Wampeters,Arms of Kismet,213640,0,,2,0.451,0.573,0,-10.849,1,0.0329,0.16,0,0.0659,0.757,108.537,unknown,unknown
2345,Wampeters,Mathias Rust,193760,0,,2,0.369,0.716,7,-7.099,1,0.112,0.0172,0,0.146,0.432,71.73,unknown,unknown
2346,Wampeters,Whos and Whats,128973,0,,2,0.505,0.351,2,-10.224,1,0.0267,0.503,0,0.0803,0.662,99.033,unknown,unknown
2347,Wampeters,Drop,267200,0,,2,0.689,0.589,6,-8.375,0,0.037,0.0564,0.0796,0.0953,0.267,111.827,unknown,unknown
2348,Wampeters,Canaan Shiver,194960,0,,2,0.583,0.29,7,-10.788,1,0.0277,0.318,0,0.154,0.561,105.816,unknown,unknown
2349,Wampeters,Picture Show,230573,0,,2,0.675,0.544,0,-9.75,1,0.0325,0.084,5.62E-05,0.0844,0.573,124.787,unknown,unknown
2350,Wampeters,Southern Virginia Rain,304027,0,,2,0.523,0.431,2,-9.407,1,0.0282,0.0527,3.17E-06,0.224,0.232,85.592,unknown,unknown
2351,Wampeters,My Secret Life As a Saint,199507,0,,2,0.611,0.852,7,-8.536,1,0.0398,0.454,0.000163,0.426,0.885,126.319,unknown,unknown
2352,Wampeters,Indies,172293,0,,2,0.598,0.473,0,-10.043,1,0.026,0.294,7.01E-05,0.143,0.647,97.453,unknown,unknown
2353,Wampeters,The Pinnacle,133227,0,,2,0.379,0.554,4,-12.729,0,0.0369,0.00204,0.0321,0.157,0.512,132.063,unknown,unknown
2354,Poco,Glorybound,203467,0,,3,0.31,0.465,0,-13.165,1,0.0498,0.0281,2.44E-05,0.264,0.371,184.976,album rock;classic rock;country rock;folk;folk rock;heartlrock;mellow gold;roots rock;singer-songwriter;soft rock,rock;country;folk
2355,Poco,Blue And Gray,279267,0,,3,0.488,0.341,0,-15.352,1,0.0257,0.00722,3.24E-05,0.141,0.211,75.956,album rock;classic rock;country rock;folk;folk rock;heartlrock;mellow gold;roots rock;singer-songwriter;soft rock,rock;country;folk
2356,Poco,Streets Of Paradise,228813,0,,3,0.564,0.421,11,-14.507,0,0.025,0.044,0.00019,0.107,0.896,100.559,album rock;classic rock;country rock;folk;folk rock;heartlrock;mellow gold;roots rock;singer-songwriter;soft rock,rock;country;folk
2357,Poco,The Writing On The Wall,193360,0,,2,0.406,0.325,7,-17.401,1,0.0277,0.0156,3.25E-06,0.371,0.4,76.195,album rock;classic rock;country rock;folk;folk rock;heartlrock;mellow gold;roots rock;singer-songwriter;soft rock,rock;country;folk
